0	201274	314	314	0.92439
1	201915	315	315	1.44263
2	202556	316	316	2.61768
3	203197	317	317	2.97
4	203838	318	318	1.31421
5	204479	319	319	3.06697
6	205120	320	320	2.85317
7	205761	321	321	2.00477
8	206402	322	322	1.82036
9	207043	323	323	1.91109
10	207684	324	324	0.396724
11	208325	325	325	1.0327
12	208966	326	326	0.163924
13	209607	327	327	7.65235
14	210248	328	328	2.06416
15	210249	329	328	0.00345572
16	210889	329	329	2.2773
17	210890	330	329	0.00808562
18	211530	330	330	1.23603
19	212171	331	331	3.40743
20	212812	332	332	1.88418
21	213453	333	333	1.37926
22	214094	334	334	4.64206
23	214735	335	335	1.72825
24	214736	336	335	0.0389528
25	215376	336	336	3.04123
26	216017	337	337	0.940747
27	216658	338	338	5.49615
28	217299	339	339	0.698697
29	217300	340	339	0.0474114
30	217940	340	340	2.05216
31	217941	341	340	0.0526225
32	218581	341	341	2.10354
33	218582	342	341	0.194605
34	219222	342	342	2.89097
35	219223	343	342	0.0387783
36	219863	343	343	2.80045
37	219864	344	343	0.281146
38	220504	344	344	1.00269
39	220505	345	344	0.181107
40	221145	345	345	1.3452
41	221146	346	345	0.187137
42	221786	346	346	2.12139
43	221787	347	346	0.525594
44	222427	347	347	5.60988
45	222428	348	347	0.662948
46	223068	348	348	4.92144
47	223709	349	349	1.80759
48	223710	350	349	0.11057
49	224350	350	350	0.79476
50	224351	351	350	0.0675533
51	224991	351	351	2.29192
52	224992	352	351	0.259652
53	225632	352	352	1.10069
54	225633	353	352	0.108669
55	226273	353	353	0.651459
56	226274	354	353	1.54706
57	226914	354	354	0.0338724
58	226915	355	354	0.802273
59	227555	355	355	2.62513
60	227556	356	355	0.320462
61	228196	356	356	1.33114
62	228197	357	356	0.345126
63	228837	357	357	1.20556
64	228838	358	357	0.0896254
65	229478	358	358	2.84571
66	229479	359	358	0.673722
67	230119	359	359	1.07696
68	230120	360	359	0.532991
69	230760	360	360	1.09675
70	230761	361	360	0.471606
71	231401	361	361	1.63499
72	231402	362	361	0.543983
73	232042	362	362	1.69055
74	232043	363	362	0.368079
75	232683	363	363	1.44884
76	232684	364	363	0.351964
77	233324	364	364	1.695
78	233325	365	364	0.255822
79	233965	365	365	1.72688
80	233966	366	365	0.577783
81	234606	366	366	1.25974
82	234607	367	366	0.520705
83	235247	367	367	2.35907
84	235248	368	367	0.415995
85	235888	368	368	6.6283
86	235889	369	368	0.577989
87	236529	369	369	1.51451
88	236530	370	369	4.62865
89	237170	370	370	0.555535
90	237171	371	370	3.59798
91	220506	346	344	1.3595
92	220507	347	344	2.41131
93	221147	347	345	0.906002
94	221785	345	346	0.914213
95	222425	345	347	3.42624
96	223065	345	348	0.0823017
97	223064	344	348	1.07611
98	223704	344	349	1.66647
99	223703	343	349	1.68939
100	224343	343	350	0.838544
101	224342	342	350	0.986542
102	224341	341	350	2.36235
103	223701	341	349	2.26475
104	223700	340	349	0.0290801
105	222424	344	347	0.174146
