0	201274	314	314	1.13084
1	201914	314	315	0.181969
2	202554	314	316	0.460209
3	202555	315	316	0.658979
4	203195	315	317	1.42013
5	203835	315	318	1.14346
6	204475	315	319	0.790797
7	204476	316	319	0.134222
8	205116	316	320	2.72052
9	205756	316	321	0.223864
10	206396	316	322	3.46585
11	206395	315	322	2.06723
12	206394	314	322	2.65352
13	206393	313	322	3.51206
14	206392	312	322	2.73917
15	206391	311	322	1.46325
16	206390	310	322	0.927415
17	205750	310	321	0.367453
18	205749	309	321	1.70082
19	205108	308	320	0.948243
20	205107	307	320	0.13585
21	204467	307	319	1.83468
22	204466	306	319	0.433713
23	203826	306	318	0.945405
24	203825	305	318	1.5382
25	203185	305	317	4.45975
26	202544	304	316	1.91284
27	201904	304	315	1.33333
28	201264	304	314	1.36678
29	200624	304	313	2.80578
30	199984	304	312	0.287614
31	199344	304	311	0.994973
32	199343	303	311	0.066075
33	198703	303	310	1.0169
34	198063	303	309	1.69783
35	197423	303	308	1.02428
36	196783	303	307	1.06059
37	196143	303	306	2.00604
38	195503	303	305	0.973631
39	195504	304	305	1.23921
40	194864	304	304	1.13626
41	194224	304	303	0.841516
42	193584	304	302	6.56964
43	192944	304	301	0.465551
44	192304	304	300	0.0356236
45	191664	304	299	1.93999
46	191025	305	298	0.748584
47	190385	305	297	0.101238
48	189745	305	296	0.5122
49	189105	305	295	0.831203
50	189106	306	295	0.0697215
51	188466	306	294	1.55921
52	187826	306	293	1.03923
53	187186	306	292	0.643052
54	186545	305	291	0.577788
55	185905	305	290	1.28596
56	185265	305	289	2.34286
57	185264	304	289	0.0723385
58	184624	304	288	0.973985
59	183984	304	287	0.73753
60	183344	304	286	0.43405
61	182704	304	285	0.571046
62	182703	303	285	1.49564
63	182063	303	284	0.991315
64	181423	303	283	0.961911
65	180783	303	282	0.439268
66	180782	302	282	0.20232
67	180142	302	281	1.31986
68	179502	302	280	0.222872
69	178862	302	279	0.860959
70	178222	302	278	1.05546
71	177582	302	277	0.87912
72	176942	302	276	1.7654
73	176302	302	275	0.040057
74	175662	302	274	0.790579
75	175022	302	273	0.854969
76	174382	302	272	0.464789
77	173742	302	271	0.21254
78	173743	303	271	0.706711
79	173103	303	270	0.333646
80	172464	304	269	0.919306
81	171824	304	268	0.858685
82	171184	304	267	0.0521495
83	171185	305	267	2.0821
84	170545	305	266	0.832144
85	169906	306	265	2.06945
86	169267	307	264	1.60607
87	168627	307	263	0.0416515
88	168628	308	263	0.382683
89	167988	308	262	0.443376
90	167989	309	262	1.36395
91	167349	309	261	0.0886905
92	167350	310	261	0.753964
93	167351	311	261	0.293372
94	166711	311	260	0.906487
95	166712	312	260	0.204634
96	166072	312	259	0.447733
97	166073	313	259	0.560479
98	165433	313	258	0.744585
99	164793	313	257	0.442166
100	164794	314	257	0.313886
101	164154	314	256	0.846336
102	164155	315	256	1.2863
103	163515	315	255	1.14572
104	163516	316	255	0.610609
105	162876	316	254	0.254635
106	162877	317	254	0.646503
107	162237	317	253	1.13581
108	162238	318	253	2.3345
109	161598	318	252	0.0471906
110	161599	319	252	0.956623
111	160959	319	251	0.0868329
112	160960	320	251	1.91255
113	160320	320	250	0.115292
114	160321	321	250	0.463041
115	159681	321	249	0.178419
116	159682	322	249	0.649595
117	159042	322	248	0.654357
118	159043	323	248	0.536815
119	158403	323	247	2.45608
120	157763	323	246	0.647116
121	157764	324	246	0.425224
122	157124	324	245	0.0565896
123	157125	325	245	0.549101
124	156485	325	244	1.38662
125	155845	325	243	0.147721
126	155846	326	243	0.268294
127	155206	326	242	0.317181
128	155207	327	242	0.133931
129	154567	327	241	0.336657
130	154568	328	241	0.0928968
131	153928	328	240	0.449553
132	153929	329	240	0.0187245
133	153289	329	239	1.5171
134	153290	330	239	2.19125
135	152650	330	238	0.0936253
136	152651	331	238	1.31956
137	152652	332	238	0.407716
138	152012	332	237	0.022523
139	151373	333	236	0.577087
140	151374	334	236	1.25505
141	151375	335	236	0.392523
142	151376	336	236	0.550685
143	150736	336	235	0.939471
144	150737	337	235	0.0173372
145	150738	338	235	1.12902
146	150739	339	235	1.14874
147	150740	340	235	2.80814
148	150741	341	235	2.40329
149	150742	342	235	2.94436
150	150743	343	235	0.782952
151	151383	343	236	0.274667
152	151384	344	236	1.03941
153	151385	345	236	0.445748
154	151386	346	236	0.848821
155	151387	347	236	0.71248
156	152027	347	237	0.285097
157	152028	348	237	0.989026
158	152029	349	237	1.3496
159	152030	350	237	1.17663
160	152031	351	237	0.561531
161	152032	352	237	1.21888
162	152033	353	237	1.50726
163	152034	354	237	0.571089
164	151394	354	236	0.738267
165	151395	355	236	1.60707
166	151396	356	236	0.921726
167	150756	356	235	0.588517
168	150757	357	235	4.55811
169	150758	358	235	1.05697
170	150118	358	234	6.28311
171	150759	359	235	2.25676
172	151399	359	236	0.707328
173	149477	357	233	2.57709
174	148837	357	232	0.146238
175	148836	356	232	0.0614024
176	148196	356	231	0.258581
177	148195	355	231	0.436448
178	147555	355	230	1.16911
179	147554	354	230	0.026043
180	146914	354	229	1.03731
181	146274	354	228	1.78952
182	145634	354	227	0.463411
183	145633	353	227	0.341698
184	144993	353	226	2.78739
185	144352	352	225	1.44877
186	144351	351	225	0.925401
187	143711	351	224	0.234169
188	143710	350	224	2.38238
189	143070	350	223	2.28327
190	143069	349	223	2.21332
191	143068	348	223	1.01736
192	142428	348	222	1.06741
193	142427	347	222	1.81047
194	141787	347	221	0.043899
195	141786	346	221	1.45724
196	141146	346	220	0.540448
197	141145	345	220	2.62249
198	141144	344	220	3.99393
199	141143	343	220	2.56665
200	141142	342	220	0.553501
201	140502	342	219	0.363434
202	139862	342	218	0.774155
203	139861	341	218	1.22196
204	139221	341	217	1.83347
205	139220	340	217	2.09826
206	139219	339	217	1.0011
207	138579	339	216	0.63213
208	138578	338	216	0.0179197
209	138577	337	216	0.657285
210	138576	336	216	1.76728
211	138575	335	216	1.97234
212	138574	334	216	1.32709
213	139214	334	217	2.33201
214	139854	334	218	1.95881
215	139853	333	218	0.181805
216	139852	332	218	0.32418
217	140492	332	219	1.75632
218	140491	331	219	1.94899
219	140490	330	219	1.10215
220	140489	329	219	1.90726
221	140488	328	219	1.45612
222	140487	327	219	0.70059
223	140486	326	219	0.805845
224	141126	326	220	4.59181
225	139847	327	218	1.61401
226	139207	327	217	0.075881
227	139208	328	217	0.671756
228	142426	346	222	1.26385
229	144350	350	225	0.355253
230	192305	305	300	0.369015
